numero_expedient,codi_districte,nom_districte,codi_barri,nom_barri,codi_carrer,nom_carrer,num_postal,descripcio_dia_setmana,nk_Any,mes_any,nom_mes,dia_mes,hora_dia,descripcio_torn,longitud,latitud,causa,_id,etl_fecha_ingesta
2025S005335,9,Sant Andreu,62,el Congrés i els Indians,194406,Maragall,140,Diumenge,2025,8,Agost,31,17,Tarda,2.17872783,41.42280643,No determinada,6885,2026-05-11 10:16:15.963225
2025S005457,9,Sant Andreu,62,el Congrés i els Indians,194406,Maragall,,Dijous,2025,9,Setembre,18,9,Matí,2.17751417,41.42381445,Gir indegut o sense precaució,6886,2026-05-11 10:16:15.963225
2025S005539,9,Sant Andreu,62,el Congrés i els Indians,121402,Felip II,178,Dilluns,2025,9,Setembre,22,10,Matí,2.18093612,41.42515902,No respectat pas de vianants,6887,2026-05-11 10:16:15.963225
2025S005595,9,Sant Andreu,62,el Congrés i els Indians,121402,Felip II,,Dimecres,2025,9,Setembre,24,19,Tarda,2.18234576,41.42389782,Gir indegut o sense precaució,6888,2026-05-11 10:16:15.963225
2025S005740,9,Sant Andreu,62,el Congrés i els Indians,121402,Felip II,,Dimecres,2025,11,Novembre,12,19,Tarda,2.18058233,41.42522659,Gir indegut o sense precaució,6889,2026-05-11 10:16:15.963225
2025S005949,9,Sant Andreu,62,el Congrés i els Indians,194406,Maragall,106,Divendres,2025,10,Octubre,10,12,Matí,2.18033645,41.42105843,No respectar distàncies,6890,2026-05-11 10:16:15.963225
2025S006030,9,Sant Andreu,62,el Congrés i els Indians,121402,Felip II,,Dilluns,2025,10,Octubre,13,21,Tarda,2.18058233,41.42522659,No determinada,6891,2026-05-11 10:16:15.963225
2025S006046,9,Sant Andreu,62,el Congrés i els Indians,120909,Alexandre Galí,35-37,Dimarts,2025,10,Octubre,14,17,Tarda,2.17856064,41.42601321,Manca d'atenció a la conducció,6892,2026-05-11 10:16:15.963225
2025S006074,9,Sant Andreu,62,el Congrés i els Indians,194508,Maragall,14,Dimecres,2025,10,Octubre,15,20,Tarda,2.18117641,41.42053843,Manca d'atenció a la conducció,6893,2026-05-11 10:16:15.963225
2025S006325,9,Sant Andreu,62,el Congrés i els Indians,121402,Felip II,,Dissabte,2025,10,Octubre,25,13,Matí,2.18234576,41.42389782,Manca d'atenció a la conducció,6894,2026-05-11 10:16:15.963225
2025S006418,9,Sant Andreu,62,el Congrés i els Indians,121402,Felip II,,Dijous,2025,10,Octubre,30,9,Matí,2.18058233,41.42522659,Gir indegut o sense precaució,6895,2026-05-11 10:16:15.963225
2025S006429,9,Sant Andreu,62,el Congrés i els Indians,274505,Ramon Albó,,Dijous,2025,10,Octubre,30,18,Tarda,2.17730710,41.42548019,Desobeir semàfor,6896,2026-05-11 10:16:15.963225
2025S006639,9,Sant Andreu,62,el Congrés i els Indians,255704,Pinar del Río,,Dilluns,2025,11,Novembre,10,8,Matí,2.18204656,41.42239407,Manca precaució efectuar marxa enrera,6897,2026-05-11 10:16:15.963225
2025S006926,9,Sant Andreu,62,el Congrés i els Indians,121402,Felip II,153,Dimecres,2025,11,Novembre,19,18,Tarda,2.18251268,41.42354710,Altres,6898,2026-05-11 10:16:15.963225
2025S006966,9,Sant Andreu,62,el Congrés i els Indians,194406,Maragall,138,Dilluns,2025,11,Novembre,24,16,Tarda,2.17893278,41.42258301,Altres,6899,2026-05-11 10:16:15.963225
2025S007301,9,Sant Andreu,63,Navas,86108,Concepción Arenal,,Dimarts,2025,12,Desembre,9,15,Tarda,2.18392912,41.42176145,Desobeir semàfor,6973,2026-05-11 10:16:15.963225
2025S007187,9,Sant Andreu,62,el Congrés i els Indians,121402,Felip II,169,Dimecres,2025,12,Desembre,3,20,Tarda,2.18134642,41.42443646,Manca precaució incorporació circulació,6900,2026-05-11 10:16:15.963225
2025S007228,9,Sant Andreu,62,el Congrés i els Indians,194406,Maragall,130-132,Divendres,2025,12,Desembre,5,9,Matí,2.17947046,41.42200012,Manca d'atenció a la conducció,6901,2026-05-11 10:16:15.963225
2025S007283,9,Sant Andreu,62,el Congrés i els Indians,121402,Felip II,,Dilluns,2025,12,Desembre,8,14,Tarda,2.17956960,41.42600604,Manca d'atenció a la conducció,6902,2026-05-11 10:16:15.963225
2025S007295,9,Sant Andreu,62,el Congrés i els Indians,152905,Guinardó,,Dimarts,2025,12,Desembre,9,12,Matí,2.17751417,41.42381445,Gir indegut o sense precaució,6903,2026-05-11 10:16:15.963225
2025S007683,9,Sant Andreu,62,el Congrés i els Indians,121402,Felip II,165,Dissabte,2025,12,Desembre,27,20,Tarda,2.18162395,41.42422307,Gir indegut o sense precaució,6904,2026-05-11 10:16:15.963225
2025S000054,9,Sant Andreu,63,Navas,194406,Maragall,94-96,Dissabte,2025,1,Gener,4,13,Matí,2.18090025,41.41933762,Avançament defectuós/improcedent,6905,2026-05-11 10:16:15.963225
2025S000093,9,Sant Andreu,63,Navas,194406,Maragall,,Dimarts,2025,1,Gener,7,15,Tarda,2.18091452,41.41956209,Gir indegut o sense precaució,6906,2026-05-11 10:16:15.963225
2025S000146,9,Sant Andreu,63,Navas,121402,Felip II,105,Divendres,2025,1,Gener,10,9,Matí,2.18581699,41.42105364,,6907,2026-05-11 10:16:15.963225
2025S000239,9,Sant Andreu,63,Navas,115603,Espronceda,,Dimecres,2025,1,Gener,15,7,Matí,2.18692076,41.41865182,Gir indegut o sense precaució,6908,2026-05-11 10:16:15.963225
2025S000267,9,Sant Andreu,63,Navas,209900,Meridiana,212,Dimecres,2025,1,Gener,15,11,Matí,2.18722221,41.41523277,No respectar distàncies,6909,2026-05-11 10:16:15.963225
2025S000282,9,Sant Andreu,63,Navas,292507,Gran de la Sagrera,,Dijous,2025,1,Gener,16,20,Tarda,2.19126829,41.41707490,Desobeir semàfor,6910,2026-05-11 10:16:15.963225
2025S000424,9,Sant Andreu,63,Navas,367300,Biscaia,,Dijous,2025,1,Gener,23,14,Tarda,2.18333826,41.41965039,,6911,2026-05-11 10:16:15.963225
2025S000631,9,Sant Andreu,63,Navas,297001,Sant Antoni Maria Claret,,Dilluns,2025,2,Febrer,3,10,Matí,2.18113949,41.41629215,Manca d'atenció a la conducció,6912,2026-05-11 10:16:15.963225
2025S000877,9,Sant Andreu,63,Navas,346402,Trinxant,,Dissabte,2025,2,Febrer,15,13,Matí,2.18222106,41.41710504,No determinada,6913,2026-05-11 10:16:15.963225
2025S000883,9,Sant Andreu,63,Navas,121402,Felip II,,Diumenge,2025,2,Febrer,16,7,Matí,2.19126829,41.41707490,Manca d'atenció a la conducció,6914,2026-05-11 10:16:15.963225
2025S000927,9,Sant Andreu,63,Navas,297001,Sant Antoni Maria Claret,281-283,Dimarts,2025,2,Febrer,18,9,Matí,2.18284560,41.41770827,Gir indegut o sense precaució,6915,2026-05-11 10:16:15.963225
2025S001035,9,Sant Andreu,63,Navas,209900,Meridiana,262-268,Dimarts,2025,2,Febrer,25,9,Matí,2.18723042,41.41952152,Manca d'atenció a la conducció,6916,2026-05-11 10:16:15.963225
2025S001036,9,Sant Andreu,63,Navas,209900,Meridiana,230,Dimarts,2025,2,Febrer,25,12,Matí,2.18739066,41.41634622,Canvi de carril sense precaució,6917,2026-05-11 10:16:15.963225
2025S001036,9,Sant Andreu,63,Navas,209900,Meridiana,230,Dimarts,2025,2,Febrer,25,12,Matí,2.18739066,41.41634622,No respectar distàncies,6918,2026-05-11 10:16:15.963225
2025S001221,9,Sant Andreu,63,Navas,209900,Meridiana,,Dimarts,2025,3,Març,4,14,Tarda,2.18689642,41.41554848,Desobeir semàfor,6919,2026-05-11 10:16:15.963225
2025S001355,9,Sant Andreu,63,Navas,194406,Maragall,94-96,Dilluns,2025,3,Març,10,11,Matí,2.18090025,41.41933762,,6920,2026-05-11 10:16:15.963225
2025S001443,9,Sant Andreu,63,Navas,81603,Clot,213,Divendres,2025,3,Març,14,14,Tarda,2.19120078,41.41646662,Desobeir semàfor,6921,2026-05-11 10:16:15.963225
2025S001626,9,Sant Andreu,63,Navas,115603,Espronceda,330-334,Diumenge,2025,3,Març,23,20,Tarda,2.18880578,41.41740209,No respectar distàncies,6922,2026-05-11 10:16:15.963225
2025S001717,9,Sant Andreu,63,Navas,121402,Felip II,47,Divendres,2025,3,Març,28,7,Matí,2.18865930,41.41882532,Desobeir semàfor,6923,2026-05-11 10:16:15.963225
2025S001763,9,Sant Andreu,63,Navas,209900,Meridiana,212,Diumenge,2025,3,Març,30,18,Tarda,2.18722221,41.41523277,No respectar distàncies,6924,2026-05-11 10:16:15.963225
2025S001766,9,Sant Andreu,63,Navas,292507,Gran de la Sagrera,,Dimarts,2025,3,Març,18,22,Nit,2.19126829,41.41707490,Desobeir semàfor,6925,2026-05-11 10:16:15.963225
2025S001843,9,Sant Andreu,63,Navas,209900,Meridiana,248,Dijous,2025,4,Abril,3,19,Tarda,2.18722197,41.41731064,Gir indegut o sense precaució,6926,2026-05-11 10:16:15.963225
2025S001903,9,Sant Andreu,63,Navas,209900,Meridiana,216,Dilluns,2025,4,Abril,7,9,Matí,2.18722482,41.41554734,No respectar distàncies,6927,2026-05-11 10:16:15.963225
2025S002028,9,Sant Andreu,63,Navas,209900,Meridiana,217,Divendres,2025,4,Abril,11,15,Tarda,2.18660433,41.41625596,Gir indegut o sense precaució,6928,2026-05-11 10:16:15.963225
2025S002045,9,Sant Andreu,63,Navas,209900,Meridiana,212,Diumenge,2025,4,Abril,13,0,Nit,2.18722221,41.41523277,Manca d'atenció a la conducció,6929,2026-05-11 10:16:15.963225
2025S002403,9,Sant Andreu,63,Navas,121402,Felip II,,Dissabte,2025,5,Maig,3,9,Matí,2.19011735,41.41795555,Manca precaució incorporació circulació,6930,2026-05-11 10:16:15.963225
2025S002507,9,Sant Andreu,63,Navas,81603,Clot,185,Dimecres,2025,5,Maig,7,15,Tarda,2.19085620,41.41532477,Desobeir semàfor,6931,2026-05-11 10:16:15.963225
2025S002922,9,Sant Andreu,63,Navas,226400,Las Navas de Tolosa,312,Diumenge,2025,5,Maig,25,17,Tarda,2.18491755,41.41691172,Manca d'atenció a la conducció,6932,2026-05-11 10:16:15.963225
2025S002944,9,Sant Andreu,63,Navas,123907,Ferran Reyes,9,Dimarts,2025,5,Maig,27,8,Matí,2.18642176,41.41876415,Manca d'atenció a la conducció,6933,2026-05-11 10:16:15.963225
2025S003005,9,Sant Andreu,63,Navas,226400,Las Navas de Tolosa,,Dijous,2025,5,Maig,29,8,Matí,2.18516937,41.41658431,Gir indegut o sense precaució,6934,2026-05-11 10:16:15.963225
2025S003064,9,Sant Andreu,63,Navas,115603,Espronceda,352-354,Divendres,2025,5,Maig,30,16,Tarda,2.18736833,41.41847913,Manca precaució incorporació circulació,6935,2026-05-11 10:16:15.963225
2025S003076,9,Sant Andreu,63,Navas,115603,Espronceda,,Dissabte,2025,5,Maig,31,14,Tarda,2.19015413,41.41624207,Canvi de carril sense precaució,6936,2026-05-11 10:16:15.963225
2025S003201,9,Sant Andreu,63,Navas,209900,Meridiana,248,Dijous,2025,6,Juny,5,17,Tarda,2.18722197,41.41731064,No respectar distàncies,6937,2026-05-11 10:16:15.963225
2025S003227,9,Sant Andreu,63,Navas,86108,Concepción Arenal,,Dimarts,2025,6,Juny,3,17,Tarda,2.18334813,41.41793934,Desobeir semàfor,6938,2026-05-11 10:16:15.963225
2025S003706,9,Sant Andreu,63,Navas,209900,Meridiana,,Divendres,2025,6,Juny,27,14,Tarda,2.18692076,41.41865182,Gir indegut o sense precaució,6939,2026-05-11 10:16:15.963225
2025S003763,9,Sant Andreu,63,Navas,86108,Concepción Arenal,41,Diumenge,2025,6,Juny,29,10,Matí,2.18377833,41.42054748,Canvi de carril sense precaució,6940,2026-05-11 10:16:15.963225
2025S003764,9,Sant Andreu,63,Navas,194406,Maragall,88,Diumenge,2025,6,Juny,29,14,Tarda,2.18083364,41.41904040,Altres,6941,2026-05-11 10:16:15.963225
2025S003805,9,Sant Andreu,63,Navas,194406,Maragall,94-96,Dilluns,2025,6,Juny,30,19,Tarda,2.18090025,41.41933762,No respectar distàncies,6942,2026-05-11 10:16:15.963225
2025S003833,9,Sant Andreu,63,Navas,233701,Olesa,,Dimarts,2025,7,Juliol,1,13,Matí,2.18452894,41.42221106,No determinada,6943,2026-05-11 10:16:15.963225
2025S004241,9,Sant Andreu,63,Navas,85808,Companyia,0,Dimarts,2025,7,Juliol,15,20,Tarda,2.18337463,41.42059508,Manca d'atenció a la conducció,6944,2026-05-11 10:16:15.963225
2025S004258,9,Sant Andreu,63,Navas,121402,Felip II,,Dijous,2025,7,Juliol,17,10,Matí,2.19126829,41.41707490,No respectar distàncies,6945,2026-05-11 10:16:15.963225
2025S004463,9,Sant Andreu,63,Navas,194406,Maragall,70,Divendres,2025,7,Juliol,25,15,Tarda,2.18060968,41.41741465,Canvi de carril sense precaució,6946,2026-05-11 10:16:15.963225
2025S004464,9,Sant Andreu,63,Navas,115603,Espronceda,323-327,Divendres,2025,7,Juliol,25,19,Tarda,2.19085955,41.41557670,Avançament defectuós/improcedent,6947,2026-05-11 10:16:15.963225
2025S004530,9,Sant Andreu,63,Navas,209900,Meridiana,256,Dilluns,2025,7,Juliol,28,12,Matí,2.18723025,41.41902201,Canvi de carril sense precaució,6948,2026-05-11 10:16:15.963225
2025S004740,9,Sant Andreu,63,Navas,194406,Maragall,,Divendres,2025,8,Agost,8,12,Matí,2.18039043,41.41630363,Manca d'atenció a la conducció,6949,2026-05-11 10:16:15.963225
2025S004929,9,Sant Andreu,63,Navas,367300,Biscaia,428-432,Dimecres,2025,8,Agost,20,18,Tarda,2.18307437,41.42000112,Manca precaució efectuar marxa enrera,6950,2026-05-11 10:16:15.963225
2025S005511,9,Sant Andreu,63,Navas,81603,Clot,189,Divendres,2025,9,Setembre,19,21,Tarda,2.19085620,41.41532477,Desobeir semàfor,6951,2026-05-11 10:16:15.963225
2025S005511,9,Sant Andreu,63,Navas,81603,Clot,189,Divendres,2025,9,Setembre,19,21,Tarda,2.19085620,41.41532477,No respectat pas de vianants,6952,2026-05-11 10:16:15.963225
2025S005748,9,Sant Andreu,63,Navas,194406,Maragall,94-96,Dimarts,2025,9,Setembre,30,21,Tarda,2.18090025,41.41933762,Desobeir semàfor,6953,2026-05-11 10:16:15.963225
2025S005752,9,Sant Andreu,63,Navas,209900,Meridiana,,Dimecres,2025,10,Octubre,1,12,Matí,2.18691229,41.41723467,No determinada,6954,2026-05-11 10:16:15.963225
2025S005807,9,Sant Andreu,63,Navas,194406,Maragall,90,Dissabte,2025,10,Octubre,4,10,Matí,2.18085307,41.41912713,Desobeir semàfor,6955,2026-05-11 10:16:15.963225
2025S005919,9,Sant Andreu,63,Navas,209900,Meridiana,254,Dimecres,2025,10,Octubre,8,20,Tarda,2.18722850,41.41888704,No respectar distàncies,6956,2026-05-11 10:16:15.963225
2025S006043,9,Sant Andreu,63,Navas,367300,Biscaia,371,Dilluns,2025,10,Octubre,13,20,Tarda,2.18583261,41.41764739,No respectat pas de vianants,6957,2026-05-11 10:16:15.963225
2025S006133,9,Sant Andreu,63,Navas,121402,Felip II,27-29,Divendres,2025,10,Octubre,17,21,Tarda,2.19023771,41.41766022,Manca d'atenció a la conducció,6958,2026-05-11 10:16:15.963225
2025S006207,9,Sant Andreu,63,Navas,226400,Las Navas de Tolosa,,Dilluns,2025,10,Octubre,20,17,Tarda,2.18334813,41.41793934,Desobeir semàfor,6959,2026-05-11 10:16:15.963225
2025S006281,9,Sant Andreu,63,Navas,86108,Concepción Arenal,,Dijous,2025,10,Octubre,23,17,Tarda,2.18394655,41.42220599,Manca d'atenció a la conducció,6960,2026-05-11 10:16:15.963225
2025S006316,9,Sant Andreu,63,Navas,209900,Meridiana,237,Dissabte,2025,10,Octubre,25,16,Tarda,2.18661079,41.41954782,Altres,6961,2026-05-11 10:16:15.963225
2025S006338,9,Sant Andreu,63,Navas,224100,Múrcia,,Dissabte,2025,10,Octubre,25,21,Tarda,2.18901441,41.41538882,Gir indegut o sense precaució,6962,2026-05-11 10:16:15.963225
2025S006387,9,Sant Andreu,63,Navas,191204,Mallorca,669,Dimecres,2025,10,Octubre,29,7,Matí,2.19061323,41.41503395,Gir indegut o sense precaució,6963,2026-05-11 10:16:15.963225
2025S006387,9,Sant Andreu,63,Navas,191204,Mallorca,669,Dimecres,2025,10,Octubre,29,7,Matí,2.19061323,41.41503395,Manca d'atenció a la conducció,6964,2026-05-11 10:16:15.963225
2025S006426,9,Sant Andreu,63,Navas,226400,Las Navas de Tolosa,276,Dijous,2025,10,Octubre,30,21,Tarda,2.18725282,41.41515862,Manca d'atenció a la conducció,6965,2026-05-11 10:16:15.963225
2025S006440,9,Sant Andreu,63,Navas,81603,Clot,213,Divendres,2025,10,Octubre,31,12,Matí,2.19120078,41.41646662,Gir indegut o sense precaució,6966,2026-05-11 10:16:15.963225
2025S006742,9,Sant Andreu,63,Navas,86108,Concepción Arenal,64,Divendres,2025,11,Novembre,14,20,Tarda,2.18404491,41.42215331,Manca d'atenció a la conducció,6967,2026-05-11 10:16:15.963225
2025S006755,9,Sant Andreu,63,Navas,194406,Maragall,60-64,Dissabte,2025,11,Novembre,15,8,Matí,2.18060010,41.41709775,Manca d'atenció a la conducció,6968,2026-05-11 10:16:15.963225
2025S006978,9,Sant Andreu,63,Navas,297001,Sant Antoni Maria Claret,412-414,Dimarts,2025,11,Novembre,25,12,Matí,2.18390000,41.41819982,Manca d'atenció a la conducció,6969,2026-05-11 10:16:15.963225
2025S007140,9,Sant Andreu,63,Navas,292507,Gran de la Sagrera,,Dilluns,2025,12,Desembre,1,19,Tarda,2.19126829,41.41707490,Desobeir semàfor,6970,2026-05-11 10:16:15.963225
2025S007214,9,Sant Andreu,63,Navas,134801,Freser,,Dijous,2025,12,Desembre,4,13,Matí,2.18334813,41.41793934,Manca d'atenció a la conducció,6971,2026-05-11 10:16:15.963225
2025S007225,9,Sant Andreu,63,Navas,292507,Gran de la Sagrera,,Dijous,2025,12,Desembre,4,21,Tarda,2.19126829,41.41707490,Desobeir semàfor,6972,2026-05-11 10:16:15.963225
2025S007492,9,Sant Andreu,63,Navas,226400,Las Navas de Tolosa,,Dimarts,2025,12,Desembre,16,10,Matí,2.18221464,41.41879830,Manca precaució incorporació circulació,6974,2026-05-11 10:16:15.963225
2025S007619,9,Sant Andreu,63,Navas,367300,Biscaia,340-352,Dimarts,2025,12,Desembre,23,20,Tarda,2.18957539,41.41511686,Manca d'atenció a la conducció,6975,2026-05-11 10:16:15.963225
2025S000115,10,Sant Martí,64,el Camp de l'Arpa del Clot,209900,Meridiana,,Dijous,2025,1,Gener,9,9,Matí,2.18689209,41.41352075,,6976,2026-05-11 10:16:15.963225
2025S000252,10,Sant Martí,64,el Camp de l'Arpa del Clot,350308,València,591,Dimecres,2025,1,Gener,15,13,Matí,2.18484944,41.40898346,Canvi de carril sense precaució,6977,2026-05-11 10:16:15.963225
2025S000377,10,Sant Martí,64,el Camp de l'Arpa del Clot,350308,València,,Dimarts,2025,1,Gener,21,16,Tarda,2.18224206,41.40689727,Gir indegut o sense precaució,6978,2026-05-11 10:16:15.963225
2025S000443,10,Sant Martí,64,el Camp de l'Arpa del Clot,350308,València,,Divendres,2025,1,Gener,24,16,Tarda,2.18340729,41.40778213,Canvi de carril sense precaució,6979,2026-05-11 10:16:15.963225
2025S000531,10,Sant Martí,64,el Camp de l'Arpa del Clot,350308,València,,Dimecres,2025,1,Gener,29,9,Matí,2.18224206,41.40689727,Manca precaució incorporació circulació,6980,2026-05-11 10:16:15.963225
2025S000567,10,Sant Martí,64,el Camp de l'Arpa del Clot,289105,Rosselló,,Dijous,2025,1,Gener,30,20,Tarda,2.17883394,41.40947356,Manca d'atenció a la conducció,6981,2026-05-11 10:16:15.963225
2025S000591,10,Sant Martí,64,el Camp de l'Arpa del Clot,161101,Independència,,Divendres,2025,1,Gener,31,22,Nit,2.18340729,41.40778213,Canvi de carril sense precaució,6982,2026-05-11 10:16:15.963225
2025S000591,10,Sant Martí,64,el Camp de l'Arpa del Clot,161101,Independència,,Divendres,2025,1,Gener,31,22,Nit,2.18340729,41.40778213,Gir indegut o sense precaució,6983,2026-05-11 10:16:15.963225
2025S000630,10,Sant Martí,64,el Camp de l'Arpa del Clot,350308,València,,Dilluns,2025,2,Febrer,3,11,Matí,2.18687719,41.41035093,Gir indegut o sense precaució,6984,2026-05-11 10:16:15.963225
2025S000687,10,Sant Martí,64,el Camp de l'Arpa del Clot,90502,Còrsega,,Dimecres,2025,2,Febrer,5,17,Tarda,2.17887083,41.41121463,No determinada,6985,2026-05-11 10:16:15.963225
2025S000720,10,Sant Martí,64,el Camp de l'Arpa del Clot,209900,Meridiana,,Divendres,2025,2,Febrer,7,15,Tarda,2.18689012,41.41528517,No respectar distàncies,6986,2026-05-11 10:16:15.963225
2025S000779,10,Sant Martí,64,el Camp de l'Arpa del Clot,297001,Sant Antoni Maria Claret,272-274,Dilluns,2025,2,Febrer,10,17,Tarda,2.17704080,41.41308553,Gir indegut o sense precaució,6987,2026-05-11 10:16:15.963225
2025S000808,10,Sant Martí,64,el Camp de l'Arpa del Clot,297001,Sant Antoni Maria Claret,,Dimecres,2025,2,Febrer,12,8,Matí,2.17772122,41.41374214,Gir indegut o sense precaució,6988,2026-05-11 10:16:15.963225
2025S000838,10,Sant Martí,64,el Camp de l'Arpa del Clot,191204,Mallorca,,Dijous,2025,2,Febrer,13,16,Tarda,2.18112262,41.40774606,No respectat pas de vianants,6989,2026-05-11 10:16:15.963225
2025S000870,10,Sant Martí,64,el Camp de l'Arpa del Clot,18505,Aragó,,Divendres,2025,2,Febrer,14,23,Nit,2.18451949,41.40690960,Manca d'atenció a la conducció,6990,2026-05-11 10:16:15.963225
2025S000894,10,Sant Martí,64,el Camp de l'Arpa del Clot,297001,Sant Antoni Maria Claret,272-274,Dilluns,2025,2,Febrer,17,8,Matí,2.17704080,41.41308553,Manca d'atenció a la conducció,6991,2026-05-11 10:16:15.963225
2025S000911,10,Sant Martí,64,el Camp de l'Arpa del Clot,161101,Independència,,Divendres,2025,2,Febrer,14,16,Tarda,2.18451949,41.40690960,Manca d'atenció a la conducció,6992,2026-05-11 10:16:15.963225
2025S001131,10,Sant Martí,64,el Camp de l'Arpa del Clot,350308,València,,Divendres,2025,2,Febrer,28,19,Tarda,2.18514838,41.40905352,Desobeir semàfor,6993,2026-05-11 10:16:15.963225
2025S001142,10,Sant Martí,64,el Camp de l'Arpa del Clot,191204,Mallorca,555-559,Dissabte,2025,3,Març,1,1,Nit,2.18418839,41.41020037,,6994,2026-05-11 10:16:15.963225
2025S001216,10,Sant Martí,64,el Camp de l'Arpa del Clot,350308,València,,Dimarts,2025,3,Març,4,12,Matí,2.18340729,41.40778213,Desobeir semàfor,6995,2026-05-11 10:16:15.963225
2025S001356,10,Sant Martí,64,el Camp de l'Arpa del Clot,209900,Meridiana,,Dilluns,2025,3,Març,10,9,Matí,2.18687425,41.41219539,Desobeir altres senyals,6996,2026-05-11 10:16:15.963225
2025S001381,10,Sant Martí,64,el Camp de l'Arpa del Clot,161407,Indústria,222,Dimarts,2025,3,Març,11,15,Tarda,2.17759894,41.41184559,,6997,2026-05-11 10:16:15.963225
2025S001382,10,Sant Martí,64,el Camp de l'Arpa del Clot,161407,Indústria,,Dimarts,2025,3,Març,11,15,Tarda,2.18324485,41.41633339,Desobeir semàfor,6998,2026-05-11 10:16:15.963225
2025S001453,10,Sant Martí,64,el Camp de l'Arpa del Clot,18505,Aragó,529,Divendres,2025,3,Març,14,15,Tarda,2.18352484,41.40629404,Canvi de carril sense precaució,6999,2026-05-11 10:16:15.963225
2025S001534,10,Sant Martí,64,el Camp de l'Arpa del Clot,161407,Indústria,,Dimecres,2025,3,Març,19,10,Matí,2.17773291,41.41209731,Avançament defectuós/improcedent,7000,2026-05-11 10:16:15.963225
2025S001540,10,Sant Martí,64,el Camp de l'Arpa del Clot,350308,València,584,Dimecres,2025,3,Març,19,15,Tarda,2.18418090,41.40821483,Altres,7001,2026-05-11 10:16:15.963225
2025S001689,10,Sant Martí,64,el Camp de l'Arpa del Clot,346402,Trinxant,,Dijous,2025,3,Març,27,8,Matí,2.18406175,41.41571757,Desobeir altres senyals,7002,2026-05-11 10:16:15.963225
2025S001731,10,Sant Martí,64,el Camp de l'Arpa del Clot,209900,Meridiana,,Dissabte,2025,3,Març,29,0,Nit,2.18685526,41.40852049,,7003,2026-05-11 10:16:15.963225
2025S001734,10,Sant Martí,64,el Camp de l'Arpa del Clot,209900,Meridiana,,Dimecres,2025,3,Març,26,16,Tarda,2.18687719,41.41035093,No determinada,7004,2026-05-11 10:16:15.963225
2025S001797,10,Sant Martí,64,el Camp de l'Arpa del Clot,350308,València,584,Dimarts,2025,4,Abril,1,16,Tarda,2.18418090,41.40821483,Manca d'atenció a la conducció,7005,2026-05-11 10:16:15.963225
2025S001982,10,Sant Martí,64,el Camp de l'Arpa del Clot,18505,Aragó,,Dijous,2025,4,Abril,10,13,Matí,2.18451949,41.40690960,Desobeir semàfor,7006,2026-05-11 10:16:15.963225
2025S001987,10,Sant Martí,64,el Camp de l'Arpa del Clot,209900,Meridiana,,Dijous,2025,4,Abril,10,17,Tarda,2.18689209,41.41352075,Desobeir semàfor,7007,2026-05-11 10:16:15.963225
2025S002181,10,Sant Martí,64,el Camp de l'Arpa del Clot,161101,Independència,,Dimarts,2025,4,Abril,22,16,Tarda,2.17773291,41.41209731,Manca d'atenció a la conducció,7008,2026-05-11 10:16:15.963225
2025S002195,10,Sant Martí,64,el Camp de l'Arpa del Clot,134801,Freser,80,Dimecres,2025,4,Abril,23,8,Matí,2.18054032,41.41188918,Desobeir altres senyals,7009,2026-05-11 10:16:15.963225
2025S002250,10,Sant Martí,64,el Camp de l'Arpa del Clot,161407,Indústria,,Divendres,2025,4,Abril,25,10,Matí,2.18441346,41.41715390,Gir indegut o sense precaució,7010,2026-05-11 10:16:15.963225
2025S002271,10,Sant Martí,64,el Camp de l'Arpa del Clot,18505,Aragó,,Dissabte,2025,4,Abril,26,10,Matí,2.18451949,41.40690960,Gir indegut o sense precaució,7011,2026-05-11 10:16:15.963225
2025S002288,10,Sant Martí,64,el Camp de l'Arpa del Clot,18505,Aragó,555,Diumenge,2025,4,Abril,27,17,Tarda,2.18458566,41.40721182,,7012,2026-05-11 10:16:15.963225
2025S002312,10,Sant Martí,64,el Camp de l'Arpa del Clot,161101,Independència,320,Dilluns,2025,4,Abril,28,16,Tarda,2.18071391,41.40996133,,7013,2026-05-11 10:16:15.963225
2025S002394,10,Sant Martí,64,el Camp de l'Arpa del Clot,297001,Sant Antoni Maria Claret,318-322,Divendres,2025,5,Maig,2,12,Matí,2.17929596,41.41477805,Manca d'atenció a la conducció,7014,2026-05-11 10:16:15.963225
2025S002474,10,Sant Martí,64,el Camp de l'Arpa del Clot,161407,Indústria,222,Dimarts,2025,5,Maig,6,15,Tarda,2.17759894,41.41184559,Manca d'atenció a la conducció,7015,2026-05-11 10:16:15.963225
2025S002496,10,Sant Martí,64,el Camp de l'Arpa del Clot,289105,Rosselló,,Dimecres,2025,5,Maig,7,10,Matí,2.18169977,41.41142083,Gir indegut o sense precaució,7016,2026-05-11 10:16:15.963225
2025S002548,10,Sant Martí,64,el Camp de l'Arpa del Clot,310008,Sant Quintí,7-15,Divendres,2025,5,Maig,9,9,Matí,2.17951922,41.41223976,Manca d'atenció a la conducció,7017,2026-05-11 10:16:15.963225
2025S002575,10,Sant Martí,64,el Camp de l'Arpa del Clot,90502,Còrsega,,Dissabte,2025,5,Maig,10,12,Matí,2.18123674,41.41334397,No respectar distàncies,7018,2026-05-11 10:16:15.963225
